"code","091418HP"
"taluk","Ron"
"village","JAKKALI"
"lat","15.61944"
"long","75.78611"
"2007-04-01","38.12"
"2007-05-01","38.12"
"2007-06-01","38.12"
"2007-07-01","0"
"2007-08-01","31.65"
"2007-09-01","26.33"
"2007-10-01","24"
"2007-11-01","24.95"
"2007-12-01","25.21"
"2008-04-01",28
"2008-05-01",28
"2008-06-01",28
"2008-07-01",0
"2008-08-01",32
"2008-09-01",32.15
"2008-10-01",32
"2008-11-01",32.23
"2008-12-01",35.5
"2009-04-01","32.89"
"2009-05-01","32.89"
"2009-06-01","32.89"
"2009-07-01","33.69"
"2009-08-01","33.84"
"2009-09-01","33.24"
"2009-10-01","33"
"2009-11-01","26"
"2009-12-01","21.98"
"2010-01-01","19.7800006866455"
"2010-02-01","21.7800006866455"
"2010-03-01","23.8999996185303"
"2010-04-01","22.0799999237061"
"2010-05-01","23.1000003814697"
"2010-06-01","21.3299999237061"
"2010-07-01","21.2800006866455"
"2010-08-01","21"
"2010-09-01","20.7000007629395"
"2010-10-01","18.8999996185303"
"2010-11-01","18.7999992370605"
"2010-12-01","18.6800003051758"
"2011-01-01","18"
"2011-02-01","18.8500003814697"
"2011-03-01","18.4799995422363"
"2011-04-01","18"
"2011-05-01","16.8999996185303"
"2011-06-01","16"
"2011-07-01","15.5"
"2011-08-01","15.25"
"2011-09-01","16"
"2011-10-01","17.28"
"2011-11-01","17.6"
"2011-12-01","18.15"
"2012-01-01","19"
"2012-02-01","19.8999996185303"
"2012-03-01","20.0300006866455"
"2012-04-01","20.6000003814697"
"2012-05-01","20.7000007629395"
"2012-06-01","20.7999992370605"
"2012-07-01","20.6499996185303"
"2012-08-01","20.75"
"2012-09-01","20.5"
"2012-10-01","20.25"
"2012-11-01","19.5300006866455"
"2012-12-01","19.2000007629395"
"2013-01-01","19.5"
"2013-02-01","19.8999996185303"
"2013-03-01","20.3999996185303"
"2013-04-01","21.1000003814697"
"2013-05-01","21"
"2013-06-01","18.8999996185303"
"2013-07-01","19.1499996185303"
"2013-08-01","19"
"2013-09-01","18.9500007629395"
"2013-10-01","18.8500003814697"
"2013-11-01","19.0499992370605"
"2013-12-01","19.2999992370605"
"2014-01-01","19.6000003814697"
"2014-02-01","20"
"2014-03-01","20.4500007629395"
"2014-04-01","20.9500007629395"
"2014-05-01","21.3500003814697"
"2014-06-01","21.75"
"2014-07-01","21.8500003814697"
"2014-08-01","21.2999992370605"
"2014-09-01","20.8999996185303"
"2014-10-01","20.7000007629395"
"2014-11-01","20.6000003814697"
"2014-12-01","20.7000007629395"
"2015-01-01","20.8500003814697"
"2015-02-01","21.0499992370605"
"2015-03-01","21.3500003814697"
"2015-04-01","21.4500007629395"
"2015-05-01","21.3999996185303"
"2015-06-01","20.1000003814697"
"2015-07-01","20.2999992370605"
"2015-08-01","20.1000003814697"
"2015-09-01","19.7999992370605"
"2015-10-01","19.2999992370605"
"2015-11-01","20.75"
"2015-12-01","21.1499996185303"
"2016-01-01","20.8500003814697"
"2016-02-01","21.0499992370605"
"2016-03-01","21.3500003814697"
"2016-04-01","21.5"
"2016-05-01","22.1"
"2016-06-01","20"
"2016-07-01","19"
"2016-08-01","21.05"
"2016-09-01","21.4"
"2016-10-01","18.9"
"2016-11-01",NA
"2017-01-01","21.95"
"2017-02-01","22.05"
"2017-03-01","23"
"2017-04-01","23"
"2017-05-01","23.7"
"2017-06-01","Dry"
"2017-07-01","collppsed"
"2017-08-01","Dry"
"2017-09-01","Dry"
"2017-10-01","collppsed"
"2017-11-01","collppsed"
"2017-12-01","Filled up with silt"
"2018-01-01","collppsed"
"2018-02-01","collppsed"
"2018-03-01","collppsed"
"2018-04-01","collppsed"
"2018-05-01","collppsed"
"2018-06-01","collppsed"
"2018-07-01",NA
"2018-08-01",NA
"2018-09-01",NA
"2018-10-01",NA
"2018-11-01",NA
"2018-12-01",NA
