"code","130102"
"taluk","Bagepalli"
"village","Chelur"
"lat","13.70611"
"long","78.10111"
"2007-01-01","5.05"
"2007-02-01","5.4"
"2007-03-01","6.05"
"2007-04-01","7.2"
"2007-05-01","7.35"
"2007-06-01","7.15"
"2007-07-01","6.45"
"2007-08-01","6.7"
"2007-09-01","5.25"
"2007-10-01","5.05"
"2007-11-01","5.9"
"2007-12-01","6.05"
"2008-01-01","5.85"
"2008-02-01","6.1"
"2008-03-01","6.4"
"2008-04-01","6.75"
"2008-05-01","7.45"
"2008-06-01","8.1"
"2008-07-01","8.4"
"2008-08-01","8.65"
"2008-09-01","7.05"
"2008-10-01","6.3"
"2008-11-01","6.1"
"2008-12-01","5.9"
"2009-01-01","5.3"
"2009-02-01","6.05"
"2009-03-01","6.9"
"2009-04-01","7.3"
"2009-05-01","7.85"
"2009-06-01","7.9"
"2009-07-01","8.5"
"2009-08-01","9.4"
"2009-09-01","7.2"
"2009-10-01","7.5"
"2009-11-01","6.8"
"2009-12-01","6.7"
"2010-01-01","7.6"
"2010-02-01","8.7"
"2010-03-01","9.8"
"2010-04-01","10.3"
"2010-05-01","10.3"
"2010-06-01","8.3"
"2010-07-01","9.3"
"2010-08-01","9.9"
"2010-09-01","17.6"
"2010-10-01","17"
"2010-11-01","10.4"
"2010-12-01","7.5"
"2011-01-01","-"
"2011-02-01","-"
"2011-03-01","-"
"2011-04-01","-"
"2011-05-01","-"
"2011-06-01","-"
"2011-07-01","-"
"2011-08-01","-"
"2011-09-01","-"
"2011-10-01","-"
"2011-11-01","-"
"2011-12-01","-"
"2012-01-01","-"
"2012-02-01","-"
"2012-03-01","-"
"2012-04-01","-"
"2012-05-01","-"
"2012-06-01","-"
"2012-07-01","-"
"2012-08-01","-"
"2012-09-01","-"
"2012-10-01","-"
"2012-11-01","-"
"2012-12-01","-"
"2013-01-01","-"
"2013-02-01","-"
"2013-03-01","-"
"2013-04-01","-"
"2013-05-01","-"
"2013-06-01","-"
"2013-07-01","-"
"2013-08-01","-"
"2013-09-01","-"
"2013-10-01","-"
"2013-11-01","-"
"2013-12-01","-"
"2014-01-01","-"
"2014-02-01","-"
"2014-03-01","-"
"2014-04-01","79.7"
"2014-05-01","123.7"
"2014-06-01","151.7"
"2014-07-01","151.7"
"2014-08-01","152.2"
"2014-09-01","151.6"
"2014-10-01","153.8"
"2014-11-01","160"
"2014-12-01","160.5"
"2015-01-01","161.15"
"2015-02-01","161.7"
"2015-03-01","162.1"
"2015-04-01","164"
"2015-05-01","165"
"2015-06-01","166.5"
"2015-07-01","160.5"
"2015-08-01","155"
"2015-09-01","150.5"
"2015-10-01","145.95"
"2015-11-01","144.2"
"2015-12-01","143"
"2016-01-01","143.15"
"2016-02-01","143.65"
"2016-03-01","144"
"2016-04-01","144.6"
"2016-05-01","141"
"2016-06-01","138.05"
"2016-07-01","116.05"
"2016-08-01","101.05"
"2016-09-01","95.55"
"2016-10-01","93"
"2016-11-01","93.3"
"2016-12-01","93.65"
"2017-01-01","100"
"2017-02-01","106.55"
"2017-03-01","111.55"
"2017-04-01","112"
"2017-05-01","113"
"2017-06-01","113.2"
"2017-07-01","113.89"
"2017-08-01","112.89"
"2017-09-01","109.89"
"2017-10-01","104.89"
"2017-11-01","102.39"
"2017-12-01","104"
"2018-01-01","104"
"2018-02-01","99.45"
"2018-03-01","93.45"
"2018-04-01","94"
"2018-05-01","88"
"2018-06-01","80"
"2018-07-01",NA
"2018-08-01",NA
"2018-09-01",NA
"2018-10-01",NA
"2018-11-01",NA
"2018-12-01",NA
